Time,Open,High,Low,Close,Volume
04.02.2000 08:00:00.000,0.98260,0.98260,0.98260,0.98260,0.00
05.02.2000 08:00:00.000,0.98260,0.98260,0.98260,0.98260,0.00
06.02.2000 08:00:00.000,0.98320,0.98320,0.97550,0.98120,16306.00
07.02.2000 08:00:00.000,0.98140,0.99130,0.97880,0.98540,33093.00
08.02.2000 08:00:00.000,0.98550,0.99690,0.98520,0.99390,44124.00
09.02.2000 08:00:00.000,0.99410,0.99580,0.98330,0.98500,58032.00
10.02.2000 08:00:00.000,0.98540,0.98780,0.97880,0.98710,31654.00
11.02.2000 08:00:00.000,0.98710,0.98710,0.98710,0.98710,0.00
12.02.2000 08:00:00.000,0.98710,0.98710,0.98710,0.98710,0.00
13.02.2000 08:00:00.000,0.98610,0.99140,0.97790,0.97800,17745.00
14.02.2000 08:00:00.000,0.97800,0.98600,0.97650,0.98110,35011.00
15.02.2000 08:00:00.000,0.98100,0.98750,0.97920,0.98610,43644.00
16.02.2000 08:00:00.000,0.98620,0.99560,0.98380,0.98750,18225.00
17.02.2000 08:00:00.000,0.98760,0.99000,0.98100,0.98420,20143.00
18.02.2000 08:00:00.000,0.98420,0.98420,0.98420,0.98420,0.00
19.02.2000 08:00:00.000,0.98420,0.98420,0.98420,0.98420,0.00
20.02.2000 08:00:00.000,0.98420,0.98420,0.98420,0.98420,0.00
21.02.2000 08:00:00.000,0.98740,1.00790,0.98660,1.00350,39807.00
22.02.2000 08:00:00.000,1.00370,1.00870,1.00130,1.00340,28296.00
23.02.2000 08:00:00.000,1.00340,1.00400,0.98900,0.99260,30695.00
24.02.2000 08:00:00.000,0.99180,0.99280,0.97250,0.97400,44124.00
25.02.2000 08:00:00.000,0.97400,0.97400,0.97400,0.97400,0.00
26.02.2000 08:00:00.000,0.97400,0.97400,0.97400,0.97400,0.00
27.02.2000 08:00:00.000,0.95840,0.97460,0.94030,0.97130,17265.00
28.02.2000 08:00:00.000,0.97080,0.98700,0.96250,0.96460,44124.00
29.02.2000 08:00:00.000,0.96390,0.97660,0.96280,0.97320,19664.00
01.03.2000 08:00:00.000,0.97320,0.97910,0.96160,0.96460,49399.00
02.03.2000 08:00:00.000,0.96480,0.96770,0.95800,0.95770,30215.00
03.03.2000 08:00:00.000,0.95770,0.95770,0.95770,0.95770,0.00
04.03.2000 08:00:00.000,0.95770,0.95770,0.95770,0.95770,0.00
05.03.2000 08:00:00.000,0.95740,0.96700,0.95620,0.95900,22541.00
06.03.2000 08:00:00.000,0.95850,0.96220,0.95270,0.95810,35970.00
07.03.2000 08:00:00.000,0.95790,0.96290,0.95230,0.96070,27337.00
08.03.2000 08:00:00.000,0.96080,0.96980,0.95960,0.96640,16786.00
09.03.2000 08:00:00.000,0.96680,0.96860,0.96010,0.96310,58512.00
10.03.2000 08:00:00.000,0.96310,0.96310,0.96310,0.96310,0.00
11.03.2000 08:00:00.000,0.96310,0.96310,0.96310,0.96310,0.00
12.03.2000 08:00:00.000,0.96250,0.97280,0.96180,0.96340,48920.00
13.03.2000 08:00:00.000,0.96360,0.96900,0.95920,0.96820,21582.00
14.03.2000 08:00:00.000,0.96820,0.97120,0.96420,0.96650,19664.00
15.03.2000 08:00:00.000,0.96620,0.97390,0.96490,0.96970,47961.00
16.03.2000 08:00:00.000,0.96930,0.97290,0.96590,0.97220,37889.00
17.03.2000 08:00:00.000,0.97220,0.97220,0.97220,0.97220,0.00
18.03.2000 08:00:00.000,0.97220,0.97220,0.97220,0.97220,0.00
19.03.2000 08:00:00.000,0.97230,0.97440,0.96850,0.97320,60910.00
20.03.2000 08:00:00.000,0.97240,0.97370,0.96150,0.96150,29735.00
21.03.2000 08:00:00.000,0.96090,0.96300,0.95760,0.96060,22541.00
22.03.2000 08:00:00.000,0.96070,0.97280,0.96040,0.97150,36929.00
23.03.2000 08:00:00.000,0.97140,0.97780,0.96760,0.97750,31654.00
24.03.2000 08:00:00.000,0.97750,0.97750,0.97750,0.97750,0.00
25.03.2000 08:00:00.000,0.97750,0.97750,0.97750,0.97750,0.00
26.03.2000 08:00:00.000,0.97720,0.97880,0.96340,0.96690,45083.00
27.03.2000 08:00:00.000,0.96710,0.97000,0.96020,0.96010,23021.00
28.03.2000 08:00:00.000,0.96030,0.96080,0.94790,0.95080,29256.00
29.03.2000 08:00:00.000,0.95110,0.96220,0.95110,0.96120,41246.00
30.03.2000 08:00:00.000,0.96110,0.96300,0.95310,0.95510,31174.00
31.03.2000 08:00:00.000,0.95510,0.95510,0.95510,0.95510,0.00
01.04.2000 08:00:00.000,0.95510,0.95510,0.95510,0.95510,0.00
02.04.2000 08:00:00.000,0.95610,0.96050,0.95040,0.95390,36450.00
03.04.2000 08:00:00.000,0.95370,0.97500,0.95170,0.96100,52277.00
04.04.2000 08:00:00.000,0.96150,0.97100,0.95950,0.96030,49399.00
05.04.2000 08:00:00.000,0.96050,0.96400,0.95660,0.95800,29256.00
06.04.2000 08:00:00.000,0.95790,0.96810,0.95390,0.95430,31174.00
07.04.2000 08:00:00.000,0.95430,0.95430,0.95430,0.95430,0.00
08.04.2000 08:00:00.000,0.95430,0.95430,0.95430,0.95430,0.00
09.04.2000 08:00:00.000,0.95460,0.96280,0.95360,0.96220,38848.00
10.04.2000 08:00:00.000,0.96200,0.96480,0.95650,0.95850,22541.00
11.04.2000 08:00:00.000,0.95860,0.96050,0.95220,0.95850,16786.00
12.04.2000 08:00:00.000,0.95870,0.96000,0.95150,0.95250,34052.00
13.04.2000 08:00:00.000,0.95260,0.96300,0.95130,0.96030,40287.00
14.04.2000 08:00:00.000,0.96030,0.96030,0.96030,0.96030,0.00
15.04.2000 08:00:00.000,0.96030,0.96030,0.96030,0.96030,0.00
16.04.2000 08:00:00.000,0.96460,0.96770,0.95180,0.95220,52757.00
17.04.2000 08:00:00.000,0.95180,0.95250,0.94420,0.94510,62828.00
18.04.2000 08:00:00.000,0.94470,0.94890,0.93590,0.94020,59951.00
19.04.2000 08:00:00.000,0.93980,0.94230,0.93540,0.93800,48920.00
20.04.2000 08:00:00.000,0.93800,0.93800,0.93800,0.93800,0.00
21.04.2000 08:00:00.000,0.93800,0.93800,0.93800,0.93800,0.00
22.04.2000 08:00:00.000,0.93800,0.93800,0.93800,0.93800,0.00
23.04.2000 08:00:00.000,0.93800,0.94500,0.93670,0.93850,55634.00
24.04.2000 08:00:00.000,0.93850,0.94040,0.91640,0.92100,43644.00
25.04.2000 08:00:00.000,0.92080,0.92470,0.91780,0.92380,26858.00
26.04.2000 08:00:00.000,0.92340,0.92470,0.90610,0.91010,35970.00
27.04.2000 08:00:00.000,0.90790,0.91350,0.90330,0.91140,27337.00
28.04.2000 08:00:00.000,0.91140,0.91140,0.91140,0.91140,0.00
29.04.2000 08:00:00.000,0.91140,0.91140,0.91140,0.91140,0.00
30.04.2000 08:00:00.000,0.91190,0.91730,0.90720,0.91550,37889.00
01.05.2000 08:00:00.000,0.91560,0.91710,0.90340,0.90950,54195.00
02.05.2000 08:00:00.000,0.90950,0.91050,0.88890,0.89550,34052.00
03.05.2000 08:00:00.000,0.89520,0.89710,0.88490,0.89090,33572.00
04.05.2000 08:00:00.000,0.89060,0.90110,0.89060,0.89690,44124.00
05.05.2000 08:00:00.000,0.89690,0.89690,0.89690,0.89690,0.00
06.05.2000 08:00:00.000,0.89690,0.89690,0.89690,0.89690,0.00
07.05.2000 08:00:00.000,0.89630,0.90450,0.89170,0.89690,30695.00
08.05.2000 08:00:00.000,0.89670,0.90910,0.89480,0.90850,24939.00
09.05.2000 08:00:00.000,0.90820,0.91300,0.90360,0.90350,44603.00
10.05.2000 08:00:00.000,0.90300,0.91080,0.89900,0.90160,51797.00
11.05.2000 08:00:00.000,0.90160,0.91980,0.89810,0.91830,29256.00
12.05.2000 08:00:00.000,0.91830,0.91830,0.91830,0.91830,0.00
13.05.2000 08:00:00.000,0.91830,0.91830,0.91830,0.91830,0.00
14.05.2000 08:00:00.000,0.91770,0.91950,0.91070,0.91030,52757.00
15.05.2000 08:00:00.000,0.90650,0.91060,0.89990,0.90040,23500.00
16.05.2000 08:00:00.000,0.90020,0.90280,0.88920,0.89450,39328.00
17.05.2000 08:00:00.000,0.89470,0.89700,0.89060,0.89470,28776.00
18.05.2000 08:00:00.000,0.89430,0.89960,0.88450,0.89620,35011.00
19.05.2000 08:00:00.000,0.89620,0.89620,0.89620,0.89620,0.00
20.05.2000 08:00:00.000,0.89620,0.89620,0.89620,0.89620,0.00
21.05.2000 08:00:00.000,0.89720,0.90720,0.89550,0.90220,24939.00
22.05.2000 08:00:00.000,0.90230,0.91550,0.90190,0.90690,57553.00
23.05.2000 08:00:00.000,0.90670,0.91270,0.90270,0.90280,43164.00
24.05.2000 08:00:00.000,0.90270,0.91350,0.89810,0.91280,58512.00
25.05.2000 08:00:00.000,0.91250,0.93350,0.91130,0.93100,37409.00
26.05.2000 08:00:00.000,0.93100,0.93100,0.93100,0.93100,0.00
27.05.2000 08:00:00.000,0.93100,0.93100,0.93100,0.93100,0.00
28.05.2000 08:00:00.000,0.93100,0.93100,0.93100,0.93100,0.00
29.05.2000 08:00:00.000,0.92670,0.94100,0.92450,0.92900,40766.00
30.05.2000 08:00:00.000,0.92900,0.93800,0.92650,0.93680,39328.00
31.05.2000 08:00:00.000,0.93690,0.93780,0.92860,0.93150,26858.00
01.06.2000 08:00:00.000,0.93160,0.94980,0.93000,0.94590,23980.00
02.06.2000 08:00:00.000,0.94590,0.94590,0.94590,0.94590,0.00
03.06.2000 08:00:00.000,0.94590,0.94590,0.94590,0.94590,0.00
04.06.2000 08:00:00.000,0.94550,0.94910,0.94140,0.94640,32613.00
05.06.2000 08:00:00.000,0.94670,0.95990,0.94510,0.95350,48920.00
06.06.2000 08:00:00.000,0.95390,0.96300,0.95330,0.96120,46522.00
07.06.2000 08:00:00.000,0.96070,0.97000,0.95110,0.95410,19664.00
08.06.2000 08:00:00.000,0.95430,0.95680,0.94590,0.95210,62828.00
09.06.2000 08:00:00.000,0.95210,0.95210,0.95210,0.95210,0.00
10.06.2000 08:00:00.000,0.95210,0.95210,0.95210,0.95210,0.00
11.06.2000 08:00:00.000,0.95350,0.95620,0.94920,0.95360,45083.00
12.06.2000 08:00:00.000,0.95360,0.96270,0.95230,0.95830,23980.00
13.06.2000 08:00:00.000,0.95820,0.96520,0.95710,0.95700,22541.00
14.06.2000 08:00:00.000,0.95700,0.96010,0.95030,0.95410,24939.00
15.06.2000 08:00:00.000,0.95410,0.96580,0.94990,0.96410,43644.00
16.06.2000 08:00:00.000,0.96410,0.96410,0.96410,0.96410,0.00
17.06.2000 08:00:00.000,0.96410,0.96410,0.96410,0.96410,0.00
18.06.2000 08:00:00.000,0.96350,0.96910,0.95650,0.95650,17265.00
19.06.2000 08:00:00.000,0.95660,0.96190,0.95310,0.95400,52757.00
20.06.2000 08:00:00.000,0.95400,0.95450,0.94330,0.94490,23021.00
21.06.2000 08:00:00.000,0.94470,0.94730,0.93480,0.93600,50359.00
22.06.2000 08:00:00.000,0.93560,0.94300,0.93390,0.93570,47001.00
23.06.2000 08:00:00.000,0.93570,0.93570,0.93570,0.93570,0.00
24.06.2000 08:00:00.000,0.93570,0.93570,0.93570,0.93570,0.00
25.06.2000 08:00:00.000,0.93600,0.93950,0.92980,0.93670,51318.00
26.06.2000 08:00:00.000,0.93670,0.94680,0.93550,0.94600,31174.00
27.06.2000 08:00:00.000,0.94580,0.94670,0.94000,0.94120,47961.00
28.06.2000 08:00:00.000,0.94150,0.95350,0.94150,0.95060,36450.00
29.06.2000 08:00:00.000,0.95070,0.96000,0.95070,0.95120,30695.00
30.06.2000 08:00:00.000,0.95120,0.95120,0.95120,0.95120,0.00
01.07.2000 08:00:00.000,0.95120,0.95120,0.95120,0.95120,0.00
02.07.2000 08:00:00.000,0.95210,0.95550,0.94830,0.95030,58992.00
03.07.2000 08:00:00.000,0.95030,0.95030,0.95030,0.95030,0.00
04.07.2000 08:00:00.000,0.95070,0.95710,0.95070,0.95290,38848.00
05.07.2000 08:00:00.000,0.95260,0.95970,0.94970,0.95060,52277.00
06.07.2000 08:00:00.000,0.95060,0.95260,0.94600,0.94770,26858.00
07.07.2000 08:00:00.000,0.94770,0.94770,0.94770,0.94770,0.00
08.07.2000 08:00:00.000,0.94770,0.94770,0.94770,0.94770,0.00
09.07.2000 08:00:00.000,0.94830,0.95540,0.94730,0.95460,32133.00
10.07.2000 08:00:00.000,0.95470,0.95640,0.94930,0.95190,48920.00
11.07.2000 08:00:00.000,0.95180,0.95260,0.93930,0.94130,48440.00
12.07.2000 08:00:00.000,0.94140,0.94290,0.93280,0.93750,31174.00
13.07.2000 08:00:00.000,0.93690,0.93960,0.93190,0.93810,49399.00
14.07.2000 08:00:00.000,0.93810,0.93810,0.93810,0.93810,0.00
15.07.2000 08:00:00.000,0.93810,0.93810,0.93810,0.93810,0.00
16.07.2000 08:00:00.000,0.93820,0.93990,0.93380,0.93640,26858.00
17.07.2000 08:00:00.000,0.93620,0.93650,0.92310,0.92460,58032.00
18.07.2000 08:00:00.000,0.92480,0.92610,0.91940,0.92460,62828.00
19.07.2000 08:00:00.000,0.92420,0.93430,0.92020,0.93320,26378.00
20.07.2000 08:00:00.000,0.93330,0.93790,0.93150,0.93600,55155.00
21.07.2000 08:00:00.000,0.93600,0.93600,0.93600,0.93600,0.00
22.07.2000 08:00:00.000,0.93600,0.93600,0.93600,0.93600,0.00
23.07.2000 08:00:00.000,0.93620,0.93760,0.93120,0.93350,48440.00
24.07.2000 08:00:00.000,0.93350,0.94290,0.93200,0.93790,22541.00
25.07.2000 08:00:00.000,0.93790,0.94490,0.93790,0.94320,51797.00
26.07.2000 08:00:00.000,0.94340,0.94420,0.93180,0.93160,34531.00
27.07.2000 08:00:00.000,0.93160,0.93370,0.92240,0.92230,54195.00
28.07.2000 08:00:00.000,0.92230,0.92230,0.92230,0.92230,0.00
29.07.2000 08:00:00.000,0.92230,0.92230,0.92230,0.92230,0.00
30.07.2000 08:00:00.000,0.92360,0.92930,0.92220,0.92650,28296.00
31.07.2000 08:00:00.000,0.92650,0.92910,0.91330,0.91440,47961.00
01.08.2000 08:00:00.000,0.91450,0.91900,0.91160,0.91340,37409.00
02.08.2000 08:00:00.000,0.91360,0.91730,0.90000,0.90640,55155.00
03.08.2000 08:00:00.000,0.90640,0.90990,0.90140,0.90790,46522.00
04.08.2000 08:00:00.000,0.90790,0.90790,0.90790,0.90790,0.00
05.08.2000 08:00:00.000,0.90790,0.90790,0.90790,0.90790,0.00
06.08.2000 08:00:00.000,0.90710,0.91110,0.90540,0.90710,29256.00
07.08.2000 08:00:00.000,0.90740,0.90880,0.89850,0.90230,47961.00
08.08.2000 08:00:00.000,0.90240,0.90320,0.89640,0.90100,63308.00
09.08.2000 08:00:00.000,0.90070,0.90960,0.90060,0.90790,26378.00
10.08.2000 08:00:00.000,0.90770,0.91380,0.90260,0.90300,34052.00
11.08.2000 08:00:00.000,0.90300,0.90300,0.90300,0.90300,0.00
12.08.2000 08:00:00.000,0.90300,0.90300,0.90300,0.90300,0.00
13.08.2000 08:00:00.000,0.90370,0.90680,0.90020,0.90580,26858.00
14.08.2000 08:00:00.000,0.90560,0.91380,0.90560,0.91260,43164.00
15.08.2000 08:00:00.000,0.91250,0.91760,0.90650,0.91590,31654.00
16.08.2000 08:00:00.000,0.91600,0.91740,0.91170,0.91620,51212.00
17.08.2000 08:00:00.000,0.91610,0.91830,0.90590,0.90660,56903.00
18.08.2000 08:00:00.000,0.90660,0.90660,0.90660,0.90660,0.00
19.08.2000 08:00:00.000,0.90660,0.90660,0.90660,0.90660,0.00
20.08.2000 08:00:00.000,0.90680,0.90770,0.90100,0.90170,47961.00
21.08.2000 08:00:00.000,0.90210,0.90330,0.89470,0.89710,35767.00
22.08.2000 08:00:00.000,0.89700,0.90250,0.89120,0.90210,67470.00
23.08.2000 08:00:00.000,0.90240,0.90510,0.89820,0.90140,34954.00
24.08.2000 08:00:00.000,0.90190,0.90720,0.89770,0.90200,49586.00
25.08.2000 08:00:00.000,0.90200,0.90200,0.90200,0.90200,0.00
26.08.2000 08:00:00.000,0.90200,0.90200,0.90200,0.90200,0.00
27.08.2000 08:00:00.000,0.90220,0.90430,0.89870,0.89960,73161.00
28.08.2000 08:00:00.000,0.89900,0.90220,0.89150,0.89230,99986.00
29.08.2000 08:00:00.000,0.89240,0.89550,0.88700,0.89480,76412.00
30.08.2000 08:00:00.000,0.89500,0.89690,0.88430,0.88840,104051.00
31.08.2000 08:00:00.000,0.88850,0.90150,0.88780,0.90010,80477.00
01.09.2000 08:00:00.000,0.90010,0.90010,0.90010,0.90010,0.00
02.09.2000 08:00:00.000,0.90010,0.90010,0.90010,0.90010,0.00
03.09.2000 08:00:00.000,0.90010,0.90010,0.90010,0.90010,0.00
04.09.2000 08:00:00.000,0.89750,0.89900,0.88500,0.88970,56090.00
05.09.2000 08:00:00.000,0.88950,0.88980,0.86880,0.87150,80477.00
06.09.2000 08:00:00.000,0.87130,0.87600,0.86370,0.87210,59341.00
07.09.2000 08:00:00.000,0.87210,0.87450,0.86400,0.86600,41457.00
08.09.2000 08:00:00.000,0.86600,0.86600,0.86600,0.86600,0.00
09.09.2000 08:00:00.000,0.86600,0.86600,0.86600,0.86600,0.00
10.09.2000 08:00:00.000,0.86500,0.87230,0.85670,0.85840,99986.00
11.09.2000 08:00:00.000,0.85820,0.86880,0.85450,0.86330,46335.00
12.09.2000 08:00:00.000,0.86340,0.87030,0.85800,0.86000,107302.00
13.09.2000 08:00:00.000,0.85970,0.87170,0.85640,0.86400,100799.00
14.09.2000 08:00:00.000,0.86420,0.86990,0.85280,0.85320,68283.00
15.09.2000 08:00:00.000,0.85320,0.85320,0.85320,0.85320,0.00
16.09.2000 08:00:00.000,0.85320,0.85320,0.85320,0.85320,0.00
17.09.2000 08:00:00.000,0.85190,0.85730,0.85140,0.85420,98360.00
18.09.2000 08:00:00.000,0.85420,0.85640,0.84790,0.85100,33328.00
19.09.2000 08:00:00.000,0.85130,0.85180,0.84400,0.84910,89419.00
20.09.2000 08:00:00.000,0.84880,0.86170,0.84620,0.85990,74786.00
21.09.2000 08:00:00.000,0.86030,0.90060,0.85750,0.87600,73973.00
22.09.2000 08:00:00.000,0.87600,0.87600,0.87600,0.87600,0.00
23.09.2000 08:00:00.000,0.87600,0.87600,0.87600,0.87600,0.00
24.09.2000 08:00:00.000,0.87950,0.88280,0.87140,0.87420,82102.00
25.09.2000 08:00:00.000,0.87430,0.88370,0.87300,0.88250,99986.00
26.09.2000 08:00:00.000,0.88250,0.88830,0.87850,0.88270,60967.00
27.09.2000 08:00:00.000,0.88320,0.88620,0.87740,0.87900,34954.00
28.09.2000 08:00:00.000,0.88000,0.88510,0.87510,0.88370,87793.00
29.09.2000 08:00:00.000,0.88370,0.88370,0.88370,0.88370,0.00
30.09.2000 08:00:00.000,0.88370,0.88370,0.88370,0.88370,0.00
01.10.2000 08:00:00.000,0.88380,0.88570,0.87650,0.87720,105677.00
02.10.2000 08:00:00.000,0.87720,0.87860,0.87310,0.87530,60154.00
03.10.2000 08:00:00.000,0.87580,0.87770,0.87190,0.87450,61780.00
04.10.2000 08:00:00.000,0.87420,0.87870,0.86800,0.86840,51212.00
05.10.2000 08:00:00.000,0.86910,0.87410,0.86670,0.86770,97548.00
06.10.2000 08:00:00.000,0.86770,0.86770,0.86770,0.86770,0.00
07.10.2000 08:00:00.000,0.86770,0.86770,0.86770,0.86770,0.00
08.10.2000 08:00:00.000,0.86830,0.87100,0.86640,0.86830,76412.00
09.10.2000 08:00:00.000,0.86820,0.87440,0.86620,0.87130,54464.00
10.10.2000 08:00:00.000,0.87130,0.87650,0.86430,0.86490,40645.00
11.10.2000 08:00:00.000,0.86430,0.86800,0.86130,0.86200,91857.00
12.10.2000 08:00:00.000,0.86250,0.86580,0.85300,0.85590,69909.00
13.10.2000 08:00:00.000,0.85590,0.85590,0.85590,0.85590,0.00
14.10.2000 08:00:00.000,0.85590,0.85590,0.85590,0.85590,0.00
15.10.2000 08:00:00.000,0.85550,0.85590,0.84620,0.85000,44709.00
16.10.2000 08:00:00.000,0.85000,0.85610,0.84780,0.85410,58528.00
17.10.2000 08:00:00.000,0.85400,0.85730,0.83290,0.83860,46335.00
18.10.2000 08:00:00.000,0.83850,0.84920,0.83830,0.84290,47961.00
19.10.2000 08:00:00.000,0.84250,0.84810,0.83520,0.84180,39019.00
20.10.2000 08:00:00.000,0.84180,0.84180,0.84180,0.84180,0.00
21.10.2000 08:00:00.000,0.84180,0.84180,0.84180,0.84180,0.00
22.10.2000 08:00:00.000,0.84100,0.84220,0.83470,0.83510,29264.00
23.10.2000 08:00:00.000,0.83520,0.83960,0.83460,0.83590,33328.00
24.10.2000 08:00:00.000,0.83620,0.83850,0.82500,0.82640,39832.00
25.10.2000 08:00:00.000,0.82670,0.83240,0.82290,0.83050,89419.00
26.10.2000 08:00:00.000,0.83070,0.84410,0.82880,0.83870,68283.00
27.10.2000 08:00:00.000,0.83870,0.83870,0.83870,0.83870,0.00
28.10.2000 08:00:00.000,0.83870,0.83870,0.83870,0.83870,0.00
29.10.2000 08:00:00.000,0.84110,0.85280,0.83920,0.84020,39832.00
30.10.2000 08:00:00.000,0.83960,0.84980,0.83860,0.84840,39832.00
31.10.2000 08:00:00.000,0.84890,0.86150,0.84730,0.86120,65032.00
01.11.2000 08:00:00.000,0.86060,0.86650,0.85560,0.85840,78851.00
02.11.2000 08:00:00.000,0.85780,0.87940,0.85780,0.86600,45522.00
03.11.2000 08:00:00.000,0.86600,0.86600,0.86600,0.86600,0.00
04.11.2000 08:00:00.000,0.86600,0.86600,0.86600,0.86600,0.00
05.11.2000 08:00:00.000,0.86600,0.87300,0.85600,0.86140,34141.00
06.11.2000 08:00:00.000,0.86280,0.86650,0.85770,0.86020,43896.00
07.11.2000 08:00:00.000,0.86030,0.86910,0.85190,0.85530,95109.00
08.11.2000 08:00:00.000,0.85470,0.86750,0.85200,0.86600,39832.00
09.11.2000 08:00:00.000,0.86620,0.87040,0.85910,0.85980,87793.00
10.11.2000 08:00:00.000,0.85980,0.85980,0.85980,0.85980,0.00
11.11.2000 08:00:00.000,0.85980,0.85980,0.85980,0.85980,0.00
12.11.2000 08:00:00.000,0.86190,0.86640,0.85590,0.85600,56090.00
13.11.2000 08:00:00.000,0.85730,0.86150,0.85510,0.85740,85354.00
14.11.2000 08:00:00.000,0.85730,0.86290,0.85550,0.85720,45522.00
15.11.2000 08:00:00.000,0.85710,0.85980,0.85070,0.85340,80477.00
16.11.2000 08:00:00.000,0.85340,0.85760,0.84700,0.84720,50399.00
17.11.2000 08:00:00.000,0.84720,0.84720,0.84720,0.84720,0.00
18.11.2000 08:00:00.000,0.84720,0.84720,0.84720,0.84720,0.00
19.11.2000 08:00:00.000,0.84800,0.85210,0.84590,0.85050,34954.00
20.11.2000 08:00:00.000,0.85040,0.85330,0.84110,0.84320,57715.00
21.11.2000 08:00:00.000,0.84320,0.84840,0.84100,0.84440,34141.00
22.11.2000 08:00:00.000,0.84440,0.84440,0.84440,0.84440,0.00
23.11.2000 08:00:00.000,0.83940,0.84570,0.83770,0.83770,95922.00
24.11.2000 08:00:00.000,0.83770,0.83770,0.83770,0.83770,0.00
25.11.2000 08:00:00.000,0.83770,0.83770,0.83770,0.83770,0.00
26.11.2000 08:00:00.000,0.83920,0.85250,0.83890,0.85150,101612.00
27.11.2000 08:00:00.000,0.85270,0.85800,0.85050,0.85620,34954.00
28.11.2000 08:00:00.000,0.85580,0.86580,0.85580,0.85690,32516.00
29.11.2000 08:00:00.000,0.85780,0.87340,0.85700,0.87230,98360.00
30.11.2000 08:00:00.000,0.87240,0.87930,0.87020,0.87900,62593.00
01.12.2000 08:00:00.000,0.87900,0.87900,0.87900,0.87900,0.00
02.12.2000 08:00:00.000,0.87900,0.87900,0.87900,0.87900,0.00
03.12.2000 08:00:00.000,0.87850,0.89320,0.87550,0.88760,91044.00
04.12.2000 08:00:00.000,0.88430,0.89070,0.87850,0.87950,30077.00
05.12.2000 08:00:00.000,0.87970,0.89210,0.87730,0.89140,52838.00
06.12.2000 08:00:00.000,0.89090,0.89740,0.88550,0.88960,104051.00
07.12.2000 08:00:00.000,0.88830,0.89140,0.88100,0.88730,81290.00
08.12.2000 08:00:00.000,0.88730,0.88730,0.88730,0.88730,0.00
09.12.2000 08:00:00.000,0.88730,0.88730,0.88730,0.88730,0.00
10.12.2000 08:00:00.000,0.88110,0.88620,0.87510,0.87720,85354.00
11.12.2000 08:00:00.000,0.87820,0.88380,0.87520,0.87920,99173.00
12.12.2000 08:00:00.000,0.87970,0.88250,0.87180,0.87670,92670.00
13.12.2000 08:00:00.000,0.87970,0.89220,0.87550,0.89190,99986.00
14.12.2000 08:00:00.000,0.89220,0.90000,0.89050,0.89480,37393.00
15.12.2000 08:00:00.000,0.89480,0.89480,0.89480,0.89480,0.00
16.12.2000 08:00:00.000,0.89480,0.89480,0.89480,0.89480,0.00
